Anglican,Nonconformist
parallelogram,trapezium
paranormal,normal
parasite,host
pardonable,unpardonable
parent,child
parental,filial
parental,filial
parented,unparented
part-time,full-time
partial,impartial
partiality,impartiality
partially,wholly
particular,general
particular,general
particular,universal
particularity,generality
particulate,nonparticulate
partisan,nonpartisan
partisan,nonpartisan
pass,fail
pass,fail
passable,impassable
passerine,nonpasserine
passing,failing
passing,running
passionate,passionless
passionless,passionate
passive,active
passive,active
passively,actively
past,future
past,future
past,present
pastness,futurity
pastness,presentness
paternal,maternal
patience,impatience
patient,impatient
patiently,impatiently
patriarchal,matriarchal
patriotic,unpatriotic
patriotically,unpatriotically
patronize,boycott
patronize,boycott
patronized,unpatronized
patterned,plain
paved,unpaved
payment,nonpayment
payment,nonpayment
peace,war
peaceful,unpeaceful
pedunculate,sessile
penalty,reward
penetrability,impenetrability
penetrability,imperviousness
penetrable,impenetrable
penitent,impenitent
penitent,unrepentant
penitently,impenitently
penitently,unrepentantly
perceptibility,imperceptibility
perceptible,imperceptible
perceptibly,imperceptibly
perceptive,unperceptive
perceptiveness,unperceptiveness
perennial,annual
perennial,biennial
perfect,imperfect
perfectibility,imperfectibility
perfection,imperfection
perfectly,imperfectly
periapsis,apoapsis
perigee,apogee
perihelion,aphelion
perijove,apojove
perinatal,postnatal
perinatal,prenatal
periodic,aperiodic
peripheral,central
peripherally,centrally
peripteral,apteral
periselene,apolune
periselene,aposelene
perishable,imperishable
peristalsis,anastalsis
permanence,impermanence
permanent,impermanent
permanently,temporarily
permeability,impermeability
permeable,impermeable
permissibility,impermissibility
permissible,impermissible
permissibly,impermissibly
permissive,preventive
permissive,unpermissive
permissiveness,unpermissiveness
permit,disallow
permit,forbid
perpendicular,oblique
perpendicular,parallel
perplexed,unperplexed
persistent,caducous
personal,impersonal
personalize,depersonalise
personalize,depersonalize
personally,impersonally
persuade,dissuade
persuasion,dissuasion
persuasive,dissuasive
persuasiveness,unpersuasiveness
pervious,impervious
pessimism,optimism
pessimism,optimism
pessimist,optimist
pessimistic,optimistic
pessimistically,optimistically
petalous,apetalous
philogyny,misogyny
phlegmy,dry
photosynthetic,nonphotosynthetic
physical,mental
pianissimo,fortissimo
piano,forte
piano,forte
piety,impiety
pigeon-toed,splayfooted
pigmentation,depigmentation
pin,unpin
pious,impious
placable,implacable
placental,aplacental
plain,fancy
plain,patterned
plaintiff,defendant
planar,cubic
planar,linear
planned,unplanned
planted,unplanted
plantigrade,digitigrade
platyrrhine,catarrhine
platyrrhine,leptorrhine
plausibility,implausibility
plausible,implausible
playable,unplayable
playful,unplayful
pleasant,unpleasant
pleasantly,disagreeably
pleasantly,unpleasantly
pleasantness,unpleasantness
pleasantness,unpleasantness
please,displease
pleased,displeased
pleasing,displeasing
pleasingness,unpleasingness
pleasure,pain
pleurocarp,acrocarp
pleurocarpous,acrocarpous
plowed,unplowed
plucked,bowed
plural,singular
plural,singular
plural,singular
pluralism,monism
plus,minus
point,unpointedness
pointed,pointless
pointless,pointed
polar,equatorial
polished,unpolished
polite,impolite
politely,discourteously
politely,impolitely
politeness,impoliteness
politic,impolitic
political,nonpolitical
polychromatic,monochromatic
polygamous,monogamous
polyphonic,monophonic
polyphony,monophony
polyploid,diploid
polyploid,haploid
polysemy,monosemy
polytheism,monotheism
polytheistic,monotheistic
polyvalent,monovalent
polyvalent,monovalent
ponderable,imponderable
poor,rich
poor,rich
poor,rich
popular,unpopular
popularity,unpopularity
porosity,solidity
porous,nonporous
portable,unportable
posed,unposed
positive,negative
positive,negative
positive,negative
positive,neutral
positivity,negativeness
positivity,negativeness
positivity,negativeness
positivity,negativity
positivity,negativity
positivity,negativity
possibility,impossibility
possible,impossible
possibly,impossibly
postdate,predate
postdate,predate
posterior,anterior
posteriority,anteriority
posteriority,priority
postmeridian,antemeridian
postmortem,antemortem
postnatal,perinatal
postnatal,prenatal
postnuptial,prenuptial
postprandial,preprandial
postwar,prewar
potency,impotence
potency,impotency
potent,impotent
potent,impotent
potential,actual
potted,unpotted
poverty,wealth
power,powerlessness
power,powerlessness
powered,unpowered
powerful,powerless
powerless,powerful
powerlessness,power
powerlessness,powerfulness
practicability,impracticability
practicability,impracticableness
practical,impractical
practicality,impracticality
praise,criticize
precede,follow
precede,succeed
precedented,unprecedented
precedentedly,unprecedentedly
preceding,succeeding
precise,imprecise
precisely,imprecisely
precisely,inexactly
preciseness,impreciseness
preciseness,imprecision
precocial,altricial
precocious,retarded
predate,postdate
predate,postdate
predicative,attributive
predictability,unpredictability
predictable,unpredictable
prefix,suffix
pregnant,nonpregnant
prehensile,nonprehensile
prejudiced,unprejudiced
premature,full-term
premeditated,unpremeditated
prenatal,perinatal
prenatal,postnatal
prenuptial,postnuptial
preparation,resolution
prepared,unprepared
preprandial,postprandial
prescription,nonprescription
prescriptive,descriptive
presence,absence
presence,absence
present,absent
present,future
present,past
presentness,futurity
presentness,pastness
preserved,destroyed
preserved,fresh
presidential,unpresidential
pressurize,depressurise
pressurize,depressurize
pretentious,unpretentious
pretentiously,unpretentiously
pretentiousness,unpretentiousness
prevent,let
preventable,unpreventable
preventive,permissive
prewar,postwar
pride,humility
priestly,unpriestly
primarily,secondarily
primary,secondary
principled,unprincipled
printable,unprintable
priority,posteriority
private,public
privately,publicly
privately,publicly
privileged,underprivileged
pro,anti
pro,con
pro,con
pro-American,anti-American
pro-choice,pro-life
pro-life,pro-choice
proactive,retroactive
probability,improbability
probable,improbable
processed,unprocessed
productive,unproductive
productively,fruitlessly
productively,unproductively
productively,unprofitably
productiveness,unproductiveness
profane,sacred
professional,amateur
professional,nonprofessional
professional,unprofessional
profit,lose
profitable,unprofitable
profitableness,unprofitability
profitableness,unprofitableness
profound,superficial
profundity,superficiality
prognathous,opisthognathous
progress,regress
progress,retreat
progressive,regressive
progressive,regressive
prokaryote,eukaryote
prokaryotic,eucaryotic
prokaryotic,eukaryotic
prolate,oblate
proliferation,non-proliferation
proliferation,nonproliferation
prolix,concise
prominence,obscurity
promote,demote
promotion,demotion
pronation,supination
pronounceable,unpronounceable
proper,improper
properly,improperly
prophetic,unprophetic
propitious,unpropitious
proportionate,disproportionate
proportionately,disproportionately
proportionately,disproportionately
proprietary,nonproprietary
propriety,improperness
propriety,impropriety
prosecute,defend
prosecution,defense
prosecution,defense
prospective,retrospective
protected,unprotected
protective,unprotective
protrusive,intrusive
proud,humble
prove,disprove
proved,unproved
providence,improvidence
provident,improvident
providently,improvidently
provincial,cosmopolitan
provocative,unprovocative
proximal,distal
proximate,ultimate
prudence,imprudence
prudent,imprudent
prudently,imprudently
psychoactive,nonpsychoactive
public,private
publicized,suppressed
publicly,privately
publicly,privately
publishable,unpublishable
published,unpublished
pull,push
punctual,unpunctual
punctuality,tardiness
puncturable,punctureless
punctureless,puncturable
punished,unpunished
punitive,rehabilitative
pure,impure
pure,impure
purebred,crossbred
purge,rehabilitate
purifying,adulterating
purity,impurity
purposeful,purposeless
purposefulness,purposelessness
purposeless,purposeful
purposelessness,purposefulness
push,pull
pyretic,antipyretic
quadrupedal,biped
quadrupedal,bipedal
qualified,unqualified
qualified,unqualified
qualify,disqualify
qualify,disqualify
qualitative,quantitative
quantitative,accentual
quantitative,qualitative
quantitative,syllabic
queen,king
question,answer
questionable,unquestionable
quickly,slowly
quiet,active
quiet,noisy
quiet,unquiet
quieten,louden
quietly,noisily
quietly,unquietly
racial,nonracial
radical,cauline
radioactive,nonradioactive
radiolucent,radiopaque
radiopaque,radiolucent
raise,level
raise,lower
raised,lowered
random,nonrandom
rarely,often
rational,irrational
rational,irrational
rationally,irrationally
ratite,carinate
ravel,unknot
ravel,unravel
ravel,unravel
raw,cooked
re-entrant,salient
reactive,unreactive
ready,unready
ready-made,custom-made
ready-made,custom-made
real,nominal
real,unreal
real,unreal
realistic,unrealistic
realistically,unrealistically
reality,unreality
reality,unreality
rear,front
rear,front
rear,head
reasonable,unreasonable
reasonably,immoderately
reasonably,unreasonably
reassure,worry
reassuring,unreassuring
recall,issue
receptive,unreceptive
recessive,dominant
reciprocal,nonreciprocal
recognizably,unrecognizably
reconcilable,irreconcilable
reconstructed,unreconstructed
record,erase
recorded,live
recoverable,unrecoverable
recto,verso
recuperate,deteriorate
reduce,gain
reducible,irreducible
refined,unrefined
refined,unrefined
reflected,unreflected
reflective,nonreflective
refrain,act
refresh,tire
refuse,accept
refuse,accept
regenerate,unregenerate
registered,unregistered
registered,unregistered
regress,progress
regressive,progressive
regressive,progressive
regretful,unregretful
regular,irregular
regular,irregular
regular,irregular
regularity,irregularity
regularly,irregularly
regularly,irregularly
regularly,irregularly
regulate,deregulate
regulated,unregulated
rehabilitate,purge
rehabilitative,punitive
reject,accept
reject,admit
rejection,acceptance
rejective,acceptive
rejuvenate,age
related,unrelated
related,unrelated
relatedness,unrelatedness
relative,absolute
relax,strain
relax,tense
relax,tense
relaxed,tense
relevance,irrelevance
relevant,irrelevant
relevantly,irrelevantly
reliable,undependable
reliable,unreliable
religious,irreligious
religious,secular
remediable,irremediable
remember,forget
remember,forget
removable,irremovable
renewable,unrenewable
rentable,unrentable
repair,break
reparable,irreparable
repatriate,expatriate
repeatable,unquotable
repeatable,unrepeatable
repel,attract
repel,attract
repetitive,nonrepetitive
replaceable,irreplaceable
reportable,unreportable
reported,unreported
representational,nonrepresentational
representative,nonrepresentative
reprobate,approbate
reproducible,unreproducible
repulsion,attraction
repulsive,attractive
reputable,disreputable
reputably,disreputably
repute,disrepute
requested,unrequested
requisition,derequisition
resentful,unresentful
reserved,unreserved
reserved,unreserved
resident,nonresident
resident,nonresident
residential,nonresidential
resist,surrender
resistible,irresistible
resolute,irresolute
resolutely,irresolutely
resoluteness,irresoluteness
resolution,preparation
respect,disesteem
respect,disrespect
respect,disrespect
respect,disrespect
respectability,disreputability
respectability,unrespectability
respectable,unrespectable
respectful,disrespectful
respectfully,disrespectfully
responsibility,irresponsibility
responsibility,irresponsibleness
responsible,irresponsible
responsibly,irresponsibly
responsive,unresponsive
responsiveness,unresponsiveness
rested,tired
restful,restless
restless,restful
restrained,unrestrained
restraint,unrestraint
restrict,derestrict
restricted,unrestricted
restrictive,unrestrictive
retail,wholesale
retail,wholesale
retail,wholesale
retarded,precocious
retentive,unretentive
reticulate,nonreticulate
retractile,nonretractile
retreat,advance
retroactive,proactive
retrograde,anterograde
retrograde,direct
retrorse,antrorse
retrospective,prospective
returnable,nonreturnable
revealing,concealing
reverberant,unreverberant
reverence,irreverence
reverent,irreverent
reverentially,irreverently
reversal,affirmation
reverse,forward
reverse,obverse
reversibility,irreversibility
reversible,irreversible
reversible,nonreversible
revived,unrevived
revocable,irrevocable
revolutionary,counterrevolutionary
rewarding,unrewarding
rh-negative,rh-positive
rh-positive,rh-negative
rhetorical,unrhetorical
rhymed,unrhymed
rhythmical,unrhythmical
ribbed,ribless
ribless,ribbed
rich,lean
rich,poor
rich,poor
rich,poor
ride,walk
rifled,unrifled
rigged,unrigged
right,center
right,left
right,left
right,left
right,left
right,wrong
right,wrong
right,wrong
right,wrong
right,wrongfulness
right-handed,ambidextrous
right-handed,left-handed
righteous,unrighteous
righteously,unrighteously
righteousness,unrighteousness
rightly,unjustly
rightness,wrongness
rigid,nonrigid
rimless,rimmed
rimmed,rimless
ripe,green
ripeness,greenness
rise,fall
rise,fall
rise,fall
rise,set
rising,falling
robust,frail
romantically,unromantically
romanticist,classicist
roofed,roofless
roofless,roofed
rotor,stator
rough,smooth
rough,smooth
rough,smooth
roughen,smooth
roughness,smoothness
round,square
rounded,angular
roundness,angularity
rugged,delicate
ruminant,nonruminant
run,idle
run-on,end-stopped
running,passing
running,standing
running,standing
rural,urban
rush,delay
rush,linger
rusted,rustless
rusticity,urbanity
rustless,rusted
sacred,profane
sad,glad
sadden,gladden
sadden,gladden
saddle,unsaddle
saddled,unsaddled
sadist,masochist
sadistic,masochistic
sadly,happily
sadness,happiness
safe,dangerous
safe,out
safeness,dangerousness
safety,danger
salable,unsalable
salaried,freelance
salient,re-entrant
salinate,desalinate
salty,fresh
salubrity,insalubriousness
salubrity,insalubrity
same,different
same,other
sameness,difference
sane,insane
sanely,insanely
sanely,unreasonably
sanitariness,unsanitariness
sanitary,unsanitary
sanity,insanity
saponified,unsaponified
sarcastic,unsarcastic
satiate,insatiate
satisfaction,dissatisfaction
satisfactorily,unsatisfactorily
satisfactoriness,unsatisfactoriness
satisfactory,unsatisfactory
satisfy,dissatisfy
saturated,unsaturated
saturated,unsaturated
saturated,unsaturated
saved,lost
savory,unsavory
scalable,unscalable
scarce,abundant
scarcity,abundance
scented,scentless
scentless,scented
scheduled,unscheduled
scholarly,unscholarly
scientific,unscientific
scramble,unscramble
screw,unscrew
scripted,unscripted
scrupulous,unscrupulous
scrupulousness,unscrupulousness
seal,unseal
sealed,unsealed
sealed,unsealed
seamanlike,unseamanlike
seamed,seamless
seamless,seamed
seasonable,unseasonable
seasonableness,unseasonableness
seasonableness,untimeliness
seasonably,unseasonably
seasonal,year-round
seasoned,unseasoned
seated,standing
seaworthy,unseaworthy
second,first
secondarily,primarily
secondary,primary
sectarian,nonsectarian
secular,religious
secure,insecure
secure,insecure
secure,insecure
securely,insecurely
securely,insecurely
secureness,insecureness
security,insecurity
sedate,stimulate
seductive,unseductive
seeded,unseeded
seedless,seedy
seedy,seedless
seemliness,unseemliness
segregate,desegregate
segregated,integrated
segregation,integration
selected,unselected
self-consciously,unselfconsciously
self-consciousness,unselfconsciousness
self-fertilization,cross-fertilization
self-pollination,cross-pollination
selfish,unselfish
selfishness,unselfishness
sell,buy
senior,junior
sensational,unsensational
sensibility,insensibility
sensible,insensible
sensitive,insensitive
sensitive,insensitive
sensitively,insensitively
sensitivity,insensitiveness
sensitivity,insensitivity
sensitize,desensitise
sensitize,desensitize
sensitize,desensitize
sensitizing,desensitizing
sensory,extrasensory
sent,unsent
sentience,insentience
sentient,insentient
sentimentally,unsentimentally
separably,inseparably
separate,joint
separation,union
septic,antiseptic
serious,frivolous
seriousness,frivolity
service,disservice
serviceable,unserviceable
serviceman,civilian
servile,unservile
sessile,pedunculate
sessile,vagile
set,rise
settled,unsettled
settled,unsettled
sexual,asexual
sexy,unsexy
shaded,unshaded
shaded,unshaded
shallow,deep
shallow,deep
shallowness,deepness
shapely,unshapely
shared,unshared
sharp,dull
sharp,dull
sharp,flat
sharp,natural
sharpen,dull
sharpen,flatten
sharpen,soften
sharpness,dullness
shaven,unshaven
sheared,unsheared
sheathe,unsheathe
sheathed,unsheathed
shelled,unshelled
shockable,unshockable
shod,unshod
short,long
short,long
short,long
short,long
short,tall
short-spurred,long-spurred
shorten,lengthen
shorten,lengthen
shortness,longness
shortness,longness
shortness,tallness
shout,whisper
show,hide
shrink,expand
shrink,stretch
shrinkable,unshrinkable
shut,open
shuttered,unshuttered
shutting,opening
side,bottom
side,top
sidereal,civil
sighted,blind
signed,unsigned
significance,insignificance
significant,insignificant
significant,nonsignificant
significantly,insignificantly
silence,sound
silenced,unsilenced
similar,dissimilar
similarity,dissimilarity
simple,complex
simple,compound
simplicity,complexity
simplify,complicate
sincere,insincere
sincerely,insincerely
sincerity,insincerity
single,double
single,multiple
single-barreled,double-barreled
single-breasted,double-breasted
single-lane,multilane
singly,multiply
singular,plural
singular,plural
singular,plural
sinistral,dextral
sink,float
sink,source
sinkable,unsinkable
sister,brother
sisterly,brotherly
sit,lie
sit,stand
sitter,stander
sized,unsized
sized,unsized
skew,align
skilled,unskilled
skillfulness,unskillfulness
skinless,skinned
skinned,skinless
sleep,wake
sleepiness,wakefulness
sleeping,waking
sleeved,sleeveless
sleeveless,sleeved
slippery,nonslippery
slow,fast
slow,fast
slow,fast
slowly,quickly
small,big
small,big
small,large
smallness,bigness
smallness,largeness
smart,stupid
smilingly,unsmilingly
smokeless,smoky
smoker,nonsmoker
smoky,smokeless
smooth,rough
smooth,rough
smooth,rough
smooth,roughen
smoothness,roughness
sober,intoxicated
soberness,drunkenness
sociability,unsociability
sociable,unsociable
sociably,unsociably
social,unsocial
socialism,capitalism
socialistic,capitalistic
soft,hard
soft,hard
soft,hard
soft,hard
soft,hardened
soft,loud
softball,hardball
soften,harden
soften,harden
soften,sharpen
softhearted,hardhearted
softly,loudly
softness,hardness
softness,loudness
software,hardware
sold,unsold
soled,soleless
soleless,soled
solid,gaseous
solid,hollow
solid,liquid
solidity,hollowness
solidity,porosity
solubility,insolubility
soluble,insoluble
soluble,insoluble
solvability,insolubility
solvability,unsolvability
solved,unsolved
solvency,insolvency
solvent,insolvent
some,all
some,no
son,daughter
son,girl
sonic,subsonic
sonic,supersonic
soothe,irritate
sophisticated,naive
sophistication,naivete
sorrow,joy
sorrowful,joyful
sound,silence
sound,unsound
sound,unsound
soundness,unsoundness
sour,sweet
sour,sweeten
source,sink
soured,unsoured
south,north
southern,northern
southern,northern
southernness,northernness
spaced,unspaced
sparkling,still
spatial,nonspatial
speaking,nonspeaking
specialist,generalist
specialize,diversify
specialize,diversify
specialized,unspecialized
specific,general
specific,nonspecific
specific,nonspecific
specifically,generally
specified,unspecified
specify,generalize
spell,unspell
spherical,nonspherical
spineless,spinous
spinous,spineless
spirited,spiritless
spiritless,spirited
spirituality,worldliness
spiritualize,literalize
splayfooted,pigeon-toed
splitter,lumper
spoken,written
spontaneous,induced
sporadic,continual
sportingly,unsportingly
spread,gather
spuriousness,genuineness
square,round
stabile,mobile
stability,instability
stability,instability
stability,unstableness
stabilization,destabilisation
stabilization,destabilization
stabilize,destabilise
stabilize,destabilise
stabilize,destabilize
stabilize,destabilize
stable,unstable
staccato,legato
staccato,legato
staged,unstaged
stained,unstained
stale,fresh
staleness,freshness
stalinize,destalinize
stand,lie
stand,sit
stand,yield
standard,nonstandard
standard,nonstandard
standard,nonstandard
stander,sitter
standing,running
standing,running
standing,seated
staple,unstaple
starboard,larboard
starchless,starchy
starchy,starchless
starless,starry
starry,starless
start,stop
start,stop
starve,feed
statesmanlike,unstatesmanlike
stative,active
stator,rotor
stay,change
stay,depart
stay,move
steadily,unsteadily
steadiness,unsteadiness
steadiness,unsteadiness
steady,unsteady
steep,gradual
stemless,stemmed
stemmed,stemless
sterile,fertile
sterility,fertility
steroidal,nonsteroidal
stiffen,loosen
stiffen,loosen
stifle,stimulate
stigmatism,astigmatism
still,moving
still,sparkling
stimulate,de-energise
stimulate,de-energize
stimulate,sedate
stimulate,stifle
stimulating,unstimulating
stimulative,depressant
stinginess,generosity
stingy,generous
stomatous,astomatous
stop,start
stop,start
stoppable,unstoppable
stormy,calm
stoutheartedness,faintheartedness
straight,crooked
straight,crooked
straight,curly
straight,curved
straighten,bend
straightness,crookedness
straightness,curliness
strange,familiar
stranger,acquaintance
stranger,acquaintance
strap,unstrap
stratified,unstratified
strength,weakness
strength,weakness
strengthen,weaken
strengthen,weaken
strengthening,weakening
strengthening,weakening
stressed,unstressed
stretch,shrink
string,unstring
strong,weak
strongly,weakly
structured,unstructured
stubborn,docile
stuck,unstuck
studied,unstudied
studio,location
stuff,unstuff
stupid,smart
stupidity,intelligence
styleless,stylish
stylish,styleless
subartesian,artesian
subhuman,superhuman
subjacent,superjacent
subjective,objective
subjectively,objectively
submersible,nonsubmersible
submissive,domineering
subordinate,dominant
subordinate,insubordinate
subordinating,coordinating
subordination,insubordination
subscript,adscript
subscript,superscript
subscript,superscript
subsequent,antecedent
subsonic,sonic
subsonic,supersonic
substantial,insubstantial
substantiality,insubstantiality
substantive,adjective
subsurface,overhead
subsurface,surface
subtract,add
subtraction,addition
subtractive,additive
succeed,fail
succeed,precede
succeeding,preceding
success,failure
success,failure
successful,unsuccessful
successfully,unsuccessfully
succumb,survive
sudden,gradual
suffer,enjoy
sufficiency,inadequacy
sufficiency,insufficiency
sufficient,insufficient
sufficiently,insufficiently
suffix,prefix
sugarless,sugary
sugary,sugarless
suitability,unsuitability
suitability,unsuitableness
summerize,winterize
summery,autumnal
summery,vernal
summery,wintry
sunset,sunrise
superficial,profound
superficiality,profundity
superhuman,subhuman
superior,inferior
superior,inferior
superior,inferior
superior,inferior
superiority,inferiority
superjacent,subjacent
supernal,infernal
supernatural,natural
superscript,adscript
superscript,subscript
superscript,subscript
supersonic,sonic
supersonic,subsonic
supervised,unsupervised
supination,pronation
supply,demand
supported,unsupported
supported,unsupported
supportive,unsupportive
suppressed,publicized
suppurative,nonsuppurative
surface,overhead
surface,subsurface
surface-to-air,air-to-air
surface-to-air,air-to-surface
surgical,medical
surgical,nonsurgical
surmountable,insurmountable
surprised,unsurprised
surprising,unsurprising
surrender,resist
survive,succumb
susceptibility,unsusceptibility
susceptible,unsusceptible
suspected,unsuspected
sweet,dry
sweet,sour
sweeten,sour
swept,unswept
sworn,unsworn
syllabic,accentual
syllabic,nonsyllabic
syllabic,nonsyllabic
syllabic,quantitative
symmetrical,asymmetrical
symmetrically,asymmetrically
symmetry,asymmetry
symmetry,disproportion
sympathetic,unsympathetic
sympathetic,unsympathetic
sympathetically,unsympathetically
sympatric,allopatric
sympatry,allopatry
syncarpous,apocarpous
syncategorem,categorem
syncategorem,categoreme
syncategorematic,categorematic
synchronic,diachronic
synchronism,asynchronism
synchronism,desynchronization
synchronism,desynchronizing
synchronize,desynchronise
synchronize,desynchronize
synchronous,asynchronous
synchronous,asynchronous
synclinal,anticlinal
syndetic,asyndetic
synergist,antagonist
synergistic,antagonistic
synonym,antonym
synonymous,antonymous
syntagmatic,paradigmatic
synthesis,analysis
synthesize,analyze
synthetic,analytic
synthetic,analytic
synthetic,analytic
systematic,unsystematic
systematically,inconsistently
systematically,unsystematically
taciturn,voluble
tact,tactlessness
tactful,tactless
tactfully,tactlessly
tactless,tactful
tactlessly,tactfully
tactlessness,tactfulness
tail,head
take,give
talented,untalented
tall,short
tallness,shortness
tame,wild
tame,wild
tameness,wildness
tangibility,impalpability
tangibility,intangibility
tangible,intangible
tangible,intangible
tangled,untangled
tanned,untanned
tapped,untapped
tardiness,punctuality
tasteful,tasteless
tastefully,tastelessly
tastefulness,tastelessness
tasteless,tasteful
tasteless,tasty
tastelessly,tastefully
tastelessness,tastefulness
tasty,tasteless
taxable,nontaxable
tearful,tearless
tearless,tearful
technical,nontechnical
technophile,technophobe
technophobe,technophile
temperance,intemperance
temperate,intemperate
temperate,intemperate
tempered,untempered
tempered,untempered
temporarily,permanently
tender,tough
tender,tough
tender,tough
tense,lax
tense,lax
tense,relax
tense,relax
tense,relaxed
tense,unstrain
terminal,intermediate
terrestrial,amphibious
terrestrial,aquatic
territorial,extraterritorial
territorial,nonterritorial
terseness,verboseness
testate,intestate
theatrical,untheatrical
theism,atheism
thematic,unthematic
theoretical,applied
theoretical,empirical
theoretically,empirically
there,here
there,here
there,here
thereness,hereness
thermal,nonthermal
thermoplastic,thermosetting
thermosetting,thermoplastic
thick,thin
thick,thin
thicken,thin
thicken,thin
thickly,thinly
thickly,thinly
thickness,thinness
thickness,thinness
thin,fat
thin,full
thin,thick
thin,thick
thin,thicken
thin,thicken
thinkable,unthinkable
thinly,thickly
thinly,thickly
thinly,thickly
thinness,thickness
thinness,thickness
thirsty,hungry
thoughtful,thoughtless
thoughtfully,thoughtlessly
thoughtfully,thoughtlessly
thoughtfulness,unthoughtfulness
thoughtless,thoughtful
thoughtlessly,thoughtfully
thoughtlessly,thoughtfully
three-piece,one-piece
three-piece,two-piece
thrifty,wasteful
tide,ebb
tidiness,untidiness
tidiness,untidiness
tidy,untidy
tie,untie
tied,untied
tight,leaky
tight,loose
tightening,loosening
tightness,looseness
timbered,untimbered
timid,bold
timid,brave
timidity,boldness
tipped,untipped
tire,refresh
tired,rested
toadstool,mushroom
toed,toeless
toeless,toed
tolerable,intolerable
tolerance,intolerance
tolerant,intolerant
tolerantly,intolerantly
tonal,atonal
toned,toneless
toneless,toned
tongued,tongueless
tongueless,tongued
tonic,atonic
tonicity,atonicity
toothed,toothless
toothless,toothed
top,bottom
top,bottom
top,side
top-down,bottom-up
topless,topped
topped,topless
touched,untouched
tough,tender
tough,tender
tough,tender
toxic,nontoxic
traceable,untraceable
tracked,trackless
trackless,tracked
tractability,intractability
tractable,intractable
traditional,nontraditional
tragedy,comedy
trained,untrained
tramontane,cismontane
transeunt,immanent
transgress,keep
transitive,intransitive
transitively,intransitively
transitivity,intransitivity
transitivize,detransitivize
translatable,untranslatable
translational,nontranslational
transparency,opacity
trapezium,parallelogram
traveled,untraveled
treated,untreated
treated,untreated
tribalization,detribalisation
tribalization,detribalization
triclinic,monoclinic
trimmed,untrimmed
trinucleate,binucleate
trinucleate,mononuclear
troubled,untroubled
true,false
true-false,multiple-choice
trust,distrust
trust,distrust
trust,mistrust
trustful,distrustful
trustfully,distrustfully
trustworthiness,untrustiness
trustworthiness,untrustworthiness
trustworthy,untrustworthy
truth,falsehood
truth,falsity
truthful,untruthful
truthfully,untruthfully
truthfulness,untruthfulness
tubed,tubeless
tubeless,tubed
tucked,untucked
tune,untune
tuneful,tuneless
tuneless,tuneful
turned,unturned
twist,untwist
two-piece,one-piece
two-piece,three-piece
type,antitype
typical,atypical
typicality,atypicality
typically,atypically
uglify,beautify
ugliness,beauty
ugly,beautiful
ultimate,proximate
unable,able
unabridged,abridged
unabused,abused
unacceptability,acceptability
unacceptable,acceptable
unacceptably,acceptably
unacceptably,tolerably
unaccommodating,accommodating
unaccompanied,accompanied
unaccompanied,accompanied
unaccustomed,accustomed
unacknowledged,acknowledged
unacquisitive,acquisitive
unactable,actable
unadaptability,adaptability
unadaptable,adaptable
unaddicted,addicted
unaddressed,addressed
unadjusted,adjusted
unadoptable,adoptable
unadorned,adorned
unadventurous,adventurous
unaffected,affected
unaffected,affected
unaffectedness,affectedness
unaffixed,affixed
unafraid,afraid
unaggressive,aggressive
unagitated,agitated
unagitated,agitated
unairworthy,airworthy
unalarming,alarming
unalert,alert
unalike,alike
unalterability,alterability
unalterable,alterable
unaltered,altered
unambiguity,ambiguity
unambiguity,equivocalness
unambiguous,ambiguous
unambiguously,ambiguously
unambitious,ambitious
unambitiously,ambitiously
unamended,amended
unanalyzed,analyzed
unangry,angry
unanimated,animated
unapologetic,apologetic
unappealable,appealable
unappealing,appealing
unappealingly,appealingly
unappendaged,appendaged
unappetizing,appetizing
unappetizingness,appetizingness
unapproachability,approachability
unapproachable,approachable
unargumentative,argumentative
unarmed,armed
unarmed,armed
unarmored,armored
unarmored,armored
unarticulated,articulated
unashamed,ashamed
unashamedly,ashamedly
unassertive,assertive
unassertively,assertively
unassigned,assigned
unassisted,assisted
unattached,attached
unattractive,attractive
unattractively,attractively
unattractiveness,attractiveness
unattributable,attributable
unauthorized,authorized
unavailable,available
unavenged,avenged
unawakened,awakened
unaware,aware
unawed,awed
unbalance,balance
unbalanced,balanced
unbalconied,balconied
unbanded,banded
unbaptized,baptized
unbar,bar
unbarreled,barreled
unbecomingness,becomingness
unbelief,belief
unbelievably,believably
unbelt,belt
unbelted,belted
unbend,bend
unbeneficed,beneficed
unbind,bind
unblemished,blemished
unblended,blended
unblock,block
unblock,freeze
unbodied,bodied
unbolt,bolt
unbordered,bordered
unborn,born
unbound,bound
unbound,bound
unbox,box
unbraid,braid
unbrainwashed,brainwashed
unbranded,branded
unbreakable,breakable
unbreakableness,breakableness
unbridgeable,bridgeable
unbridle,bridle
unbroken,broken
unbroken,broken
unbroken,broken
unbuckle,buckle
unburden,burden
unburdened,burdened
unburied,buried
unbutton,button
unbuttoned,buttoned
uncamphorated,camphorated
uncared-for,cared-for
uncarpeted,carpeted
uncarved,carved
uncastrated,castrated
uncaulked,caulked
uncensored,censored
unceremoniously,ceremoniously
unceremoniousness,ceremoniousness
uncertain,certain
uncertain,certain
uncertain,certain
uncertain,sure
uncertainty,certainty
uncertified,certified
unchain,chain
unchangeable,changeable
unchanged,changed
uncharacteristic,characteristic
uncharacteristically,characteristically
